Name	Sequence Length
GCA_003838195.1_Bacteria_Cyanobacteriota_Okeania_hirsuta	537
GCA_003841465.1_Archaea_Halobacteriota_Natrarchaeobius_chitinivorans	14
GCA_003841485.1_Archaea_Halobacteriota_Natrarchaeobius_halalkaliphilus	14
GCA_003852525.1_Bacteria_Bacteroidota_Pedobacter_sp._KBW06	523
GCA_003863965.1_Bacteria_Bacillota_Paenibacillus_oralis	374
GCA_003967355.1_Bacteria_Actinomycetota_Embleya_hyalina	550
GCA_003970715.1_Bacteria_Actinomycetota_Streptomyces_luteoverticillatus	519
GCA_003991895.1_Bacteria_Cyanobacteriota_Chroococcidiopsis_cubana_SAG_39.79	506
GCA_003991905.1_Bacteria_Cyanobacteriota_Dulcicalothrix_desertica_PCC_7102	539
GCA_003994345.2_Bacteria_Bacteroidota_Chitinophaga_sp._Mgbs1	717
GCA_004011695.2_Eukaryote_Ascochyta_rabiei	492
GCA_004102725.1_Archaea_Halobacteriota_Methanoculleus_taiwanensis	7
GCA_004118325.1_Archaea_Halobacteriota_Halorientalis_pallida	17
GCA_004134985.1_Bacteria_Bacillota_Paenibacillaceae_bacterium	373
GCA_004138325.1_Bacteria_Bacteroidota_Spirosoma_sordidisoli	581
GCA_004209755.1_Bacteria_Pseudomonadota_Pseudoduganella_lutea	458
GCA_004214935.1_Bacteria_Actinomycetota_Amycolatopsis_suaedae	464
GCA_004217185.1_Bacteria_Actinomycetota_Pseudonocardia_sediminis	540
GCA_004217545.1_Bacteria_Actinomycetota_Krasilnikovia_cinnamomea	507
GCA_004295585.1_Bacteria_Bacillota_Cohnella_abietis	536
GCA_004297185.1_Archaea_Halobacteriota_Methanofollis_fontis	16
GCA_004310055.1_Bacteria_Actinomycetota_Mycolicibacterium_smegmatis	430
GCA_004310395.1_Archaea_Methanobacteriota_A_Methanofervidicoccus_abyssi	3
GCA_004331345.1_Bacteria_Actinomycetota_Kribbella_soli	554
GCA_004340875.1_Bacteria_Actinomycetota_Tamaricihabitans_halophyticus	497
GCA_004348725.1_Bacteria_Actinomycetota_Kribbella_turkmenica	531
GCA_004348985.1_Bacteria_Actinomycetota_Saccharopolyspora_elongata	474
GCA_004349055.1_Bacteria_Actinomycetota_Kribbella_antibiotica	589
GCA_004349065.1_Bacteria_Actinomycetota_Jiangella_asiatica	479
GCA_004349235.1_Bacteria_Actinomycetota_Actinomadura_darangshiensis	519
GCA_004349265.1_Bacteria_Bacteroidota_Dyadobacter_psychrotolerans	548
GCA_004361965.1_Bacteria_Actinomycetota_Pseudonocardia_autotrophica	502
GCA_004362825.1_Bacteria_Actinomycetota_Labedaea_rhizosphaerae	525
GCA_004363095.1_Bacteria_Actinomycetota_Actinomycetospora_succinea	549
GCA_004745425.1_Archaea_Halobacteriota_Methanolobus_halotolerans	7
GCA_004793545.1_Bacteria_Bacillota_A_Petralouisia_muris	489
GCA_004799665.1_Archaea_Halobacteriota_Halapricum_salinum	18
GCA_004801405.1_Bacteria_Bacillota_Cohnella_fermenti	552
GCA_004834005.1_Bacteria_Bacteroidota_Niastella_caeni	553
GCA_005144415.1_Bacteria_Pseudomonadota_Trinickia_terrae	472
GCA_005144635.2_Bacteria_Myxococcota_Polyangium_aurulentum	602
GCA_005144885.1_Bacteria_Pseudomonadota_Phreatobacter_stygius	536
GCA_005217565.1_Bacteria_Bacteroidota_Puteibacter_caeruleilacunae	507
GCA_005222185.1_Bacteria_Pseudomonadota_Azospirillum_argentinense	407
GCA_005239135.1_Archaea_Halobacteriota_Natronomonas_salsuginis	15
GCA_005576615.1_Archaea_Halobacteriota_Natrinema_versiforme	12
GCA_005765165.1_Bacteria_Bacillota_Paenibacillus_antri	548
GCA_006334985.2_Bacteria_Actinomycetota_Nonomuraea_phyllanthi	519
GCA_006438825.1_Bacteria_Pseudomonadota_Roseomonas_nepalensis	167
GCA_006547175.1_Bacteria_Actinomycetota_Streptomyces_ipomoeae	512
GCA_006715045.1_Bacteria_Actinomycetota_Amycolatopsis_cihanbeyliensis	505
GCA_006716425.1_Bacteria_Actinomycetota_Actinoallomurus_bryophytorum	530
GCA_006716565.1_Bacteria_Actinomycetota_Nocardia_bhagyanarayanae	504
GCA_006716765.1_Bacteria_Actinomycetota_Actinomadura_hallensis	471
GCA_006717045.1_Bacteria_Actinomycetota_Pseudonocardia_cypriaca	524
GCA_006912135.1_Bacteria_Actinomycetota_Cryptosporangium_phraense	532
GCA_007421925.1_Archaea_Halobacteriota_Haloglomus_irregulare	21
GCA_007489275.1_Bacteria_Bacteroidota_Aquimarina_algiphila	450
GCA_007713755.1_Bacteria_Actinomycetota_Amycolatopsis_bartoniae	493
GCA_007741535.1_Bacteria_Planctomycetota_Rubripirellula_lacrimiformis	504
GCA_007744675.1_Bacteria_Planctomycetota_Gimesia_alba	421
GCA_007746795.1_Bacteria_Planctomycetota_Gimesia_algae	424
GCA_007747995.1_Bacteria_Planctomycetota_Symmachiella_dynata	458
GCA_007751035.1_Bacteria_Planctomycetota_Lignipirellula_cremea	321
GCA_007751945.1_Bacteria_Planctomycetota_Gimesia_panareensis	431
GCA_007752535.1_Bacteria_Planctomycetota_Tautonia_plasticadhaerens	557
GCA_007754155.1_Bacteria_Planctomycetota_Stieleria_neptunia	497
GCA_007786445.1_Bacteria_Bacillota_Paenibacillus_cremeus	493
GCA_007826885.1_Archaea_Thermoproteota_Candidatus_Nitrosocosmicus_arcticus	3
GCA_007827975.1_Bacteria_Pseudomonadota_Nitrospirillum_viridazoti	411
GCA_007828865.1_Bacteria_Actinomycetota_Kribbella_amoyensis	568
GCA_007828955.1_Bacteria_Actinomycetota_Kitasatospora_atroaurantiaca	547
GCA_007829835.1_Bacteria_Pseudomonadota_Neorhizobium_alkalisoli	458
GCA_007833275.1_Archaea_Halobacteriota_Salarchaeum_sp._JOR-1	13
GCA_007845675.1_Bacteria_Actinomycetota_Lentzea_tibetensis	542
GCA_007856155.1_Bacteria_Actinomycetota_Streptomyces_qinzhouensis	538
GCA_007860045.1_Bacteria_Planctomycetota_Stieleria_varia	470
GCA_007860125.1_Bacteria_Planctomycetota_Rubripirellula_tenax	457
GCA_007860135.1_Bacteria_Planctomycetota_Novipirellula_artificiosorum	507
GCA_007860175.1_Bacteria_Planctomycetota_Rubripirellula_reticaptiva	484
GCA_007971525.1_Bacteria_Bacteroidota_Mucilaginibacter_ginsenosidivorax	516
GCA_007992435.1_Bacteria_Verrucomicrobiota_Brevifollis_gellanilyticus	260
GCA_007993775.1_Bacteria_Myxococcota_Persicimonas_caeni	456
GCA_007993965.1_Bacteria_Actinomycetota_Prauserella_muralis	462
GCA_008085905.1_Bacteria_Actinomycetota_Actinomadura_syzygii	520
GCA_008087625.1_Bacteria_Planctomycetota_Aquisphaera_giovannonii	566
GCA_008122205.1_Archaea_Halobacteriota_Natronococcus_pandeyae	12
GCA_008124765.1_Bacteria_Bacillota_Paenibacillus_methanolicus	516
GCA_008329605.1_Bacteria_Actinomycetota_Mycolicibacterium_sp._P9-64	435
GCA_008386585.1_Bacteria_Actinomycetota_Solihabitans_fulvus	553
GCA_008386695.1_Bacteria_Bacteroidota_Chitinophaga_agrisoli	657
GCA_008630535.1_Bacteria_Actinomycetota_Saccharopolyspora_hirsuta	458
GCA_008682415.1_Bacteria_Acidobacteriota_Acidobacteria_bacterium_AB60	597
GCA_008704205.1_Bacteria_Actinomycetota_Nocardia_colli	508
GCA_009093695.1_Bacteria_Bacteroidota_Bacteroides_xylanisolvens	530
GCA_009184545.1_Archaea_Halobacteriota_Halosegnis_rubeus	14
GCA_009268125.1_Bacteria_Chloroflexota_Chloroflexia_bacterium_SDU3-3	121
GCA_009296025.1_Bacteria_Actinomycetota_Streptomyces_tsukubensis	533
GCA_009392895.1_Archaea_Halobacteriota_Natronorubrum_aibiense	12
GCA_009604385.1_Bacteria_Actinomycetota_Streptomyces_sp._RB5	506
GCA_009668025.1_Bacteria_Bacteroidota_Larkinella_terrae	628
GCA_009674485.1_Bacteria_Pseudomonadota_Duganella_sp._FT92W	473
GCA_009674535.1_Bacteria_Pseudomonadota_Duganella_sp._FT80W	453
GCA_009689005.1_Bacteria_Desulfobacterota_Desulfosarcina_ovata_subsp._ovata	455
GCA_009707865.1_Bacteria_Actinomycetota_Amycolatopsis_sp._RM579	474
GCA_009711405.1_Bacteria_Bacteroidota_Fulvivirga_kasyanovii	432
GCA_009720545.1_Bacteria_Planctomycetota_Gimesia_maris	423
GCA_009729035.1_Archaea_Thermoproteota_Stygiolobus_azoricus	9
GCA_009729515.1_Archaea_Thermoproteota_Sulfolobus_metallicus_DSM_6482___JCM_9184	9
GCA_009741925.1_Archaea_Halobacteriota_Natronomonas_sp._CBA1123	15
GCA_009744295.1_Bacteria_Pseudomonadota_Agrobacterium_vitis	424
GCA_009757995.1_Bacteria_Bacillota_Paenibacillus_sp._MAH-34	482
GCA_009758125.1_Bacteria_Bacteroidota_Chitinophaga_oryziterrae	703
GCA_009762275.1_Archaea_Halobacteriota_Haloplanus_rallus	13
GCA_009762775.1_Bacteria_Bacteroidota_Maribellus_comscasis	496
GCA_009791395.1_Archaea_Halobacteriota_Halomarina_oriensis	14
GCA_009831215.1_Bacteria_Actinomycetota_Actinomadura_rayongensis	507
GCA_009831575.1_Archaea_Halobacteriota_Halovenus_sp._WSH3	15
GCA_009831625.1_Archaea_Halobacteriota_Halobaculum_sp._WSA2	19
GCA_009834785.1_Archaea_Halobacteriota_Natronorubrum_sp._JWXQ-INN-674	12
GCA_009909185.1_Bacteria_Bacillota_Paenibacillus_sp._T1	477
GCA_010119975.1_Bacteria_Bacteroidota_Rhodocytophaga_rosea	576
GCA_010206185.1_Bacteria_Bacillota_A_Clostridium_clostridioforme	594
GCA_010435915.1_Bacteria_Bacteroidota_Spirosoma_terrae	619
GCA_010550675.1_Bacteria_Actinomycetota_Phytoactinopolyspora_halotolerans	531
GCA_010858005.1_Bacteria_Actinomycetota_Nocardia_cyriacigeorgica	475
GCA_011006175.1_Bacteria_Aquificota_Hydrogenobacter_sp._T-8	275
GCA_011040385.1_Bacteria_Pseudomonadota_Roseomonas_stagni	492
GCA_011044495.1_Bacteria_Verrucomicrobiota_Roseimicrobium_sp._ORNL1	264
GCA_011045075.1_Bacteria_Actinomycetota_Streptomyces_sp._SB3404	548
GCA_011045115.1_Bacteria_Pseudomonadota_Mesorhizobium_sp._CGMCC_1.15528	374
GCA_011045125.1_Bacteria_Pseudomonadota_Mesorhizobium_camelthorni	348
GCA_011046735.1_Bacteria_Pseudomonadota_Nordella_sp._HKS_07	347
GCA_011064245.1_Bacteria_Bacteroidota_Sphingobacterium_sp._DR205	547
GCA_011090165.1_Bacteria_Pseudomonadota_Duganella_sp._SAP-35	455
GCA_011305995.1_Bacteria_Pseudomonadota_Diaphorobacter_sp._HDW4A	456
GCA_011440285.1_Archaea_Halobacteriota_Halostella_sp._JP-L12	13
GCA_011440375.1_Archaea_Halobacteriota_Halorubellus_sp._JP-L1	15
GCA_011683955.1_Bacteria_Pseudomonadota_Pseudomaricurvus_alkylphenolicus	393
GCA_011694815.1_Bacteria_Actinomycetota_Streptomyces_liangshanensis	546
GCA_011761355.1_Bacteria_Bacillota_Paenibacillus_lupini	449
GCA_011947195.1_Bacteria_Actinomycetota_Planosporangium_thailandense	473
GCA_011947235.1_Bacteria_Actinomycetota_Planosporangium_mesophilum	479
GCA_012034175.1_Bacteria_Actinomycetota_Streptomyces_sp._PRB2-1	528
GCA_012395945.1_Bacteria_Actinomycetota_Nocardia_coubleae	487
GCA_012516355.1_Bacteria_Bacteroidota_Chitinophaga_oryzae	702
GCA_012641295.1_Bacteria_Bacteroidota_Chitinophaga_polysaccharea	756
GCA_012849095.1_Bacteria_Bacillota_Cohnella_herbarum	529
GCA_012911925.1_Bacteria_Actinomycetota_Pseudonocardia_xinjiangensis	542
GCA_012912125.1_Bacteria_Cyanobacteriota_Brasilonema_octagenarum_UFV-OR1	585
GCA_012932915.1_Bacteria_Actinomycetota_Nocardiaceae_bacterium_YC2-7	477
GCA_013004475.1_Bacteria_Actinomycetota_Nocardia_uniformis	508
GCA_013155125.1_Bacteria_Actinomycetota_Pseudonocardia_broussonetiae	508
GCA_013177705.1_Bacteria_Pseudomonadota_Paraburkholderia_xenovorans	491
GCA_013178925.1_Bacteria_Pseudomonadota_Bradyrhizobium_sp._83012	415
GCA_013179805.1_Bacteria_Cyanobacteriota_Microcoleus_sp._IPMA8	550
GCA_013266755.1_Bacteria_Pseudomonadota_Aquincola_sp._S2	470
GCA_013280595.1_Bacteria_Actinomycetota_Kibdelosporangium_sp._4NS15	535
GCA_013318065.1_Bacteria_Pseudomonadota_Agrobacterium_tumefaciens	413
GCA_013343295.1_Archaea_Thermoproteota_Metallosphaera_tengchongensis	8
GCA_013388255.1_Archaea_Halobacteriota_Methanolobus_zinderi	7
GCA_013391085.1_Archaea_Halobacteriota_Natronomonas_halophila	15
GCA_013391105.1_Archaea_Halobacteriota_Natronomonas_salina	15
GCA_013401515.1_Archaea_Halobacteriota_Halobaculum_halophilum	15
GCA_013402815.2_Archaea_Halobacteriota_Natrinema_halophilum	12
GCA_013402875.1_Archaea_Halobacteriota_Halobaculum_salinum	15
GCA_013407255.1_Bacteria_Bacillota_A_Clostridium_beijerinckii	194
GCA_013407275.1_Archaea_Thermoproteota_Candidatus_Nitrosotenuis_sp._DW1	3
GCA_013408795.1_Bacteria_Actinomycetota_Spinactinospora_alkalitolerans	497
GCA_013409365.1_Bacteria_Actinomycetota_Actinomadura_luteofluorescens	528
GCA_013409505.1_Bacteria_Actinomycetota_Actinomycetospora_corticicola	539
GCA_013409995.1_Bacteria_Bacillota_Bacillus_niacini	258
GCA_013410755.1_Bacteria_Actinomycetota_Nocardiopsis_aegyptia	493
GCA_013415885.1_Archaea_Halobacteriota_Halosimplex_rubrum	17
GCA_013425485.1_Bacteria_Pseudomonadota_Endozoicomonas_sp._SM1973	350
GCA_013705725.1_Bacteria_Pseudomonadota_Klebsiella_sp._RHBSTW-00484	395
GCA_013744875.1_Bacteria_Actinomycetota_Nocardia_huaxiensis	532
GCA_013761045.1_Archaea_Methanobacteriota_A_Methanococcus_maripaludis	3
GCA_013761175.1_Bacteria_Actinomycetota_Nonomuraea_soli	547
GCA_013778455.1_Bacteria_Actinomycetota_Streptomyces_sp._PSKA28	509
GCA_014084105.1_Bacteria_Actinomycetota_Streptacidiphilus_sp._P02-A3a	540
GCA_014138835.1_Bacteria_Actinomycetota_Actinomadura_cellulosilytica	490
GCA_014189415.1_Bacteria_Pseudomonadota_Tardiphaga_robiniae	423
GCA_014192015.1_Bacteria_Bacillota_Paenibacillus_rhizosphaerae	368
GCA_014192105.1_Bacteria_Bacillota_Paenibacillus_phyllosphaerae	492
GCA_014192335.1_Bacteria_Planctomycetota_Rhodopirellula_rubra	478
GCA_014192395.1_Bacteria_Bacillota_Paenibacillus_endophyticus	384
GCA_014195535.1_Bacteria_Bacteroidota_Runella_defluvii	615
GCA_014200805.1_Bacteria_Actinomycetota_Nocardiopsis_composta	478
GCA_014201875.1_Bacteria_Deinococcota_Deinococcus_humi	119
GCA_014202425.1_Bacteria_Actinomycetota_Phytomonospora_endophytica	506
GCA_014203235.1_Bacteria_Actinomycetota_Nonomuraea_endophytica	556
GCA_014203275.1_Bacteria_Acidobacteriota_Granulicella_aggregans	535
GCA_014203605.1_Bacteria_Actinomycetota_Planomonospora_venezuelensis	531
GCA_014203715.1_Bacteria_Actinomycetota_Streptosporangium_saharense	532
GCA_014203755.1_Bacteria_Actinomycetota_Saccharothrix_violaceirubra	503
GCA_014203805.1_Bacteria_Actinomycetota_Lipingzhangella_halophila	521
GCA_014203835.1_Bacteria_Actinomycetota_Micromonospora_polyrhachis	493
GCA_014204915.1_Bacteria_Actinomycetota_Crossiella_cryophila	534
GCA_014204945.1_Bacteria_Actinomycetota_Allocatelliglobosispora_scoriae	530
GCA_014204975.1_Bacteria_Actinomycetota_Jiangella_mangrovi	513
GCA_014205275.1_Bacteria_Actinomycetota_Sphaerisporangium_siamense	560
GCA_014207705.1_Bacteria_Actinomycetota_Sphaerisporangium_rubeum	584
GCA_014212055.1_Bacteria_Bacillota_Cohnella_sp._CBP_2801	503
GCA_014212355.1_Archaea_Halobacteriota_Halobellus_sp._MBLA0160	17
GCA_014216315.1_Bacteria_Actinomycetota_Streptomyces_finlayi	543
GCA_014235185.1_Bacteria_Actinomycetota_Pseudonocardia_petroleophila	505
GCA_014263335.1_Bacteria_Actinomycetota_Mycobacterium_kubicae	429
GCA_014274465.1_Bacteria_Acidobacteriota_Alloacidobacterium_dinghuense	526
GCA_014282255.1_Bacteria_Bacteroidota_Spirosoma_sp._LMG_31448	620
GCA_014295435.1_Bacteria_Actinomycetota_Mycolicibacterium_fluoranthenivorans	443
GCA_014323725.1_Bacteria_Actinomycetota_Actinokineospora_sp._HBU206404	507
GCA_014534655.1_Bacteria_Bacillota_Paenibacillus_sp._WST5	463
GCA_014641515.1_Bacteria_Pseudomonadota_Rhizobium_wenxiniae	437
GCA_014644535.1_Bacteria_Pseudomonadota_Neoroseomonas_lacus	411
GCA_014646535.1_Archaea_Thermoproteota_Thermocladium_modestius	4
GCA_014695845.1_Bacteria_Cyanobacteriota_Trichocoleus_sp._FACHB-591	547
GCA_014696265.1_Bacteria_Cyanobacteriota_Planktothrix_sp._FACHB-1375	512
GCA_014697125.1_Bacteria_Cyanobacteriota_Anabaena_minutissima_FACHB-250	534
GCA_014697625.1_Bacteria_Cyanobacteriota_Anabaena_azotica_FACHB-119	538
GCA_014698475.1_Bacteria_Cyanobacteriota_Nostoc_spongiaeforme_FACHB-130	530
GCA_014698965.1_Bacteria_Cyanobacteriota_Iningainema_sp._BLCCT55	531
GCA_014764505.1_Bacteria_Cyanobacteriota_Phormidium_tenue_FACHB-886	537
GCA_014779765.1_Bacteria_Bacillota_Paenibacillus_sp._PR3	525
GCA_014873935.1_Bacteria_Actinomycetota_Actinomadura_algeriensis	511
GCA_014874055.1_Bacteria_Actinomycetota_Actinophytocola_algeriensis	501
GCA_014876775.1_Archaea_Thermoproteota_Infirmifilum_lucidum	10
GCA_015097735.1_Bacteria_Pseudomonadota_Vibrio_nigripulchritudo	401
GCA_015207065.1_Bacteria_Cyanobacteriota_Leptolyngbya_cf._ectocarpi_LEGE_11479	460
GCA_015207105.1_Bacteria_Cyanobacteriota_cf._Phormidesmis_sp._LEGE_11477	506
GCA_015207265.1_Bacteria_Cyanobacteriota_Nodosilinea_sp._LEGE_07298	500
GCA_015207445.1_Bacteria_Cyanobacteriota_Coleofasciculus_sp._LEGE_07081	491
GCA_015207605.1_Bacteria_Cyanobacteriota_Oculatella_sp._LEGE_06141	545
GCA_015207735.1_Bacteria_Cyanobacteriota_Phormidium_sp._LEGE_05292	535
GCA_015221875.1_Bacteria_Bacteroidota_Dyadobacter_sp._UP-52	572
GCA_015277775.1_Bacteria_Acidobacteriota_Paludibaculum_fermentans	658
GCA_015354265.1_Bacteria_Myxococcota_Simulacricoccus_sp._17bor-14	542
GCA_015477055.1_Bacteria_Actinomycetota_Nocardia_beijingensis	503
GCA_015477355.1_Bacteria_Actinomycetota_Nocardia_blacklockiae	480
GCA_015654385.1_Archaea_Thermoproteota_Saccharolobus_solfataricus	10
GCA_015674855.1_Bacteria_Actinomycetota_Nocardia_sp._NEAU-351	497
GCA_015751755.1_Bacteria_Actinomycetota_Actinomadura_viridis	519
GCA_015751905.1_Bacteria_Actinomycetota_Longispora_fulva	482
GCA_016019085.1_Bacteria_Actinomycetota_Rhodococcus_erythropolis	477
GCA_016027775.1_Bacteria_Pseudomonadota_Delftia_acidovorans	453
GCA_016056275.1_Bacteria_Cyanobacteriota_Nostocaceae_cyanobacterium_CENA369	541
GCA_016056305.1_Bacteria_Cyanobacteriota_Nostoc_sp._CENA67	533
GCA_016481275.1_Bacteria_Actinomycetota_Antrihabitans_sp._YC2-6	487
GCA_016595505.1_Bacteria_Verrucomicrobiota_Pelagicoccus_mobilis	347
GCA_016595675.1_Bacteria_Actinomycetota_Prauserella_sp._ASG_168	465
GCA_016617615.1_Bacteria_Aquificota_Persephonella_atlantica	366
GCA_016632335.1_Bacteria_Pseudomonadota_Noviherbaspirillum_sp._DKR-6	458
GCA_016651145.1_Bacteria_Bacillota_Peribacillus_sp._TH14	219
GCA_016653635.2_Bacteria_Pseudomonadota_Skermanella_sp._TT6	407
GCA_016707735.1_Bacteria_Chloroflexota_Anaerolineae_bacterium	373
GCA_016735595.1_Bacteria_Bacteroidota_Chryseolinea_sp._Jin1	448
GCA_016743775.1_Bacteria_Pseudomonadota_Microvirga_aerilata	467
GCA_016773205.1_Bacteria_Pseudomonadota_Belnapia_sp._T18	431
GCA_016785085.1_Bacteria_Actinomycetota_Actinoplanes_sp._LDG1-01	511
GCA_016807805.1_Bacteria_Pseudomonadota_Xanthobacter_dioxanivorans	568
GCA_016811235.1_Bacteria_Pseudomonadota_Microvirga_arabica	465
GCA_016811915.1_Bacteria_Bacillota_Brevibacillus_choshinensis	351
GCA_016865525.2_Bacteria_Pseudomonadota_Sodalis_ligni	403
GCA_016904885.1_Bacteria_Myxococcota_Archangium_primigenium	561
GCA_016907715.1_Bacteria_Actinomycetota_Tenggerimyces_flavus	553
GCA_016918855.1_Bacteria_Actinomycetota_Streptomyces_sp._KK5PA1	532
GCA_017352155.2_Archaea_Halobacteriota_Haloterrigena_alkaliphila	12
GCA_017353175.1_Bacteria_Bacteroidota_Fibrella_sp._HMF5405	607
GCA_017357525.1_Archaea_Halobacteriota_Methanofollis_aquaemaris	17
GCA_017573545.1_Bacteria_Actinomycetota_Actinomadura_nitritigenes	490
GCA_017612575.1_Archaea_Halobacteriota_Halomicrobium_sp._IBSBa	17
GCA_017742245.1_Bacteria_Bacteroidota_Niastella_sp._MAH-29	590
GCA_017813775.1_Bacteria_Pseudomonadota_Labrys_sp._LIt4	601
GCA_017873815.1_Archaea_Halobacteriota_Halorubrum_alkaliphilum	10
GCA_017873855.1_Archaea_Halobacteriota_Methanolinea_mesophila	7
GCA_017874075.1_Bacteria_Bacillota_Cohnella_thailandensis	519
GCA_017874375.1_Archaea_Halobacteriota_Methanohalophilus_levihalophilus	7
GCA_017874455.1_Archaea_Methanobacteriota_Methanobacterium_aggregans	3
GCA_017875315.1_Archaea_Halobacteriota_Methanomicrobium_sp._W14	18
GCA_017875325.1_Archaea_Halobacteriota_Methanofollis_sp._W23	17
GCA_017875645.1_Bacteria_Actinomycetota_Nocardia_goodfellowii	501
GCA_018070075.1_Bacteria_Actinomycetota_Saccharopolyspora_endophytica	496
GCA_018131115.1_Bacteria_Pseudomonadota_Bradyrhizobium_jicamae	401
GCA_018132105.1_Archaea_Halobacteriota_Methanocalculus_chunghsingensis	6
GCA_018139625.1_Bacteria_Actinomycetota_Actinospica_sp._MGRD01-02	505
GCA_018141185.1_Archaea_Methanobacteriota_Methanobacterium_alkalithermotolerans	3
GCA_018398275.1_Bacteria_Pseudomonadota_Chelatococcus_asaccharovorans	407
GCA_018499875.1_Bacteria_Actinomycetota_Kineosporia_sp._J2-2	532
GCA_018502485.1_Archaea_Halobacteriota_Methanospirillum_sp._J.3.6.1-F.2.7.3	18
GCA_018598185.1_Bacteria_Bacteroidota_Fulvivirgaceae_bacterium_PWU37	465
GCA_018598225.1_Bacteria_Bacteroidota_Fulvivirgaceae_bacterium_PWU4	425
GCA_018771625.1_Bacteria_Aquificota_Hydrogenobacter_thermophilus	246
GCA_019061225.1_Archaea_Halobacteriota_Halomicroarcula_salina	13
GCA_019061235.1_Archaea_Halobacteriota_Halomicroarcula_limicola	14
GCA_019175365.1_Bacteria_Actinomycetota_Actinomadura_graeca	504
GCA_019176455.1_Eukaryote_Solea_senegalensis	602
GCA_019192735.1_Bacteria_Actinomycetota_Kitasatospora_aureofaciens	537
GCA_019428685.1_Bacteria_Pseudomonadota_Paraburkholderia_edwinii	471
GCA_019430885.1_Bacteria_Pseudomonadota_Roseomonas_sp._HJA6	401
GCA_019430945.1_Bacteria_Pseudomonadota_Rhizobium_sp._XQZ8	453
GCA_019511525.1_Bacteria_Pseudomonadota_Rhizobium_cauense	413
GCA_019599465.1_Archaea_Halobacteriota_Halomicroarcula_sp._F13	14
GCA_019599485.1_Archaea_Halobacteriota_Halomicroarcula_sp._F28	14
GCA_019633745.1_Archaea_Halobacteriota_Methanofollis_formosanus	17
GCA_019704315.1_Archaea_Thermoproteota_Stygiolobus_caldivivus	9
GCA_019722015.1_Bacteria_Pseudomonadota_Bathymodiolus_platifrons_methanotrophic_gill_symbiont	367
GCA_019753385.1_Bacteria_Bacillota_Bacillus_bingmayongensis	190
GCA_019880225.1_Archaea_Halobacteriota_Halobaculum_rubrum	19
GCA_019931065.1_Archaea_Methanobacteriota_Methanobacterium_sp._VT	3
GCA_020171255.1_Bacteria_Pseudomonadota_Salipiger_thiooxidans	343
GCA_020215885.1_Bacteria_Actinomycetota_Nonomuraea_glycinis	532
GCA_020521235.1_Bacteria_Cyanobacteriota_Microseira_wollei_NIES-4236	514
GCA_020804225.1_Archaea_Halobacteriota_Methanosarcina_sp._DH2	7
GCA_020886315.1_Archaea_Thermoproteota_Saccharolobus_caldissimus	8
GCA_020991275.1_Bacteria_Actinomycetota_Actinocorallia_sp._API_0066	510
GCA_020992305.1_Bacteria_Planctomycetota_Roseiconus_lacunae	527
GCA_021029015.1_Archaea_Halobacteriota_Halobacterium_sp._KA-6	13
GCA_021129235.1_Bacteria_Actinomycetota_Kineosporia_mesophila	543
GCA_021165735.1_Bacteria_Actinomycetota_Yinghuangia_sp._ASG_101	515
GCA_021183625.1_Bacteria_Actinomycetota_Nocardia_asteroides	508
GCA_021233055.1_Bacteria_Bacteroidota_Spirosoma_oryzicola	635
GCA_021233415.1_Archaea_Halobacteriota_Halobacterium_litoreum	11
GCA_021343995.1_Bacteria_Actinomycetota_Pseudonocardia_sp._RS11V-5	538
GCA_021655615.1_Archaea_Thermoproteota_Acidianus_sp._HS-5	7
GCA_022179145.1_Bacteria_Pseudomonadota_Methylobacterium_crusticola	475
GCA_022179285.1_Bacteria_Pseudomonadota_Methylobacterium_hispanicum	478
GCA_022354485.1_Bacteria_Pseudomonadota_Rhizobium_gallicum	391
GCA_022605165.1_Eukaryote_Purpureocillium_takamizusanense	470
GCA_022678645.1_Bacteria_Actinomycetota_Saccharopolyspora_sp._K220	484
GCA_022780185.1_Archaea_Methanobacteriota_Methanobrevibacter_woesei	3
GCA_022834835.1_Bacteria_Bacteroidota_Parabacteroides_goldsteinii	512
GCA_022869785.1_Bacteria_Bacteroidota_Dyadobacter_chenwenxiniae	539
GCA_022870485.1_Archaea_Halobacteriota_Halococcus_dombrowskii	18
GCA_023227715.1_Archaea_Methanobacteriota_Methanobacterium_alcaliphilum	3
GCA_023370075.1_Bacteria_Deinococcota_Deinococcus_sp._QL22	127
GCA_023516215.1_Bacteria_Bacillota_Cytobacillus_pseudoceanisediminis	247
GCA_023573145.1_Bacteria_Pseudomonadota_Aquincola_tertiaricarbonis	468
GCA_023638035.1_Archaea_Halobacteriota_Natronocalculus_amylovorans	9
GCA_023638055.1_Archaea_Halobacteriota_Natranaeroarchaeum_aerophilus	12
GCA_023716865.1_Bacteria_Pseudomonadota_Endozoicomonas_sp._SCSIO_W0465	371
GCA_023746595.1_Archaea_Methanobacteriota_B_Thermococcus_argininiproducens	4
GCA_023898865.1_Bacteria_Actinomycetota_Pseudonocardia_sp._S2-4	541
GCA_024055575.1_Bacteria_Bacteroidota_Mucilaginibacter_sp._RT5R15	497
GCA_024055715.1_Bacteria_Actinomycetota_Actinoallomurus_sp._WRP6H-15	520
GCA_024134545.1_Bacteria_Actinomycetota_Nocardiopsis_exhalans	535
GCA_024138165.1_Archaea_Halobacteriota_Halorussus_vallis	13
