ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Oxygen tolerance
,,,,,2791355236,
,,,,,GCA_002259645,
1740,OMB 115,"DSM 17777, JCM 13495",1,Bifidobacterium tsurumiense,1121112.3,anaerobe
,,,,,1121112.4,
,,,,,2524023141,
,,,,,2597490257,
,,,,,2663763500,
,,,,,356829.3,
,,,,,GCA_000429745,
,,,,,GCA_000741765,
,,,,,GCA_000771065,
146880,,"CCUG 32349, ATCC 49260",1,Bilophila wadsworthia,1408428.3,anaerobe
,,,,,2561511128,
,,,,,GCA_000701705,
164467,SK-G1,"JCM 33158, CCAM 530, KCTC 15783",1,Biomaibacter acetigenes,GCA_003691585,anaerobe
6158,P1,DSM 729,1,Blastochloris sulfoviridis,50712.4,anaerobe
,,,,,GCA_008630065,
6160,"Drews F, F","DSM 133, ATCC 19567",1,Blastochloris viridis,1079.13,anaerobe
,,,,,1079.14,
,,,,,1079.15,
,,,,,2516653000,
,,,,,2671180457,
,,,,,2687453285,
,,,,,2811994989,
,,,,,GCA_001402875,
,,,,,GCA_001548155,
131530,"S-cc-6089-ARE-18, SJ-18, SJ18","DSM 29492, KCTC 15541, JCM 34498",1,Blautia caecimuris,2928543200,anaerobe
,,,,,GCA_024622975,
18067,CLC-1,"DSM 935, ATCC 29236, NCTC 11035, JCM 1395, BCRC 14467, CCM 6064",1,Blautia coccoides,1532.16,anaerobe
,,,,,1532.9,
,,,,,2799112274,
,,,,,2808606725,
,,,,,GCA_004340925,
,,,,,GCA_900461125,
130918,PG-424-CC-9,DSM 29138,0,Blautia coccoides,GCA_024623045,anaerobe
159580,KGMB01111,"DSM 107827, KCTC 15706, JCM 34499",1,Blautia faecicola,2885218630,anaerobe
,,,,,GCA_004123145,
24769,M25,"DSM 27629, JCM 17205, KCTC 5980",1,Blautia faecis,2901179768,anaerobe
,,,,,871665.33,
18071,,"DSM 20583, ATCC 27752, VPI C7-24, JCM 14655, CIP 104219",1,Blautia hansenii,2562617096,anaerobe
,,,,,2773857866,
,,,,,537007.17,
,,,,,537007.56,
,,,,,537007.6,
,,,,,GCA_000156675,
,,,,,GCA_002222595,
,,,,,GCA_025147655,
158642,KB1,"KCTC 15618, JCM 32276",1,Blautia hominis,GCA_002270465,anaerobe
18073,S5a33,"DSM 10507, JCM 14656",1,Blautia hydrogenotrophica,476272.21,anaerobe
,,,,,643886199,
,,,,,GCA_000157975,
18074,BInIX,"DSM 14534, CCUG 45635, JCM 17040, KCTC 5974, CIP 107222#, JCM 14658#, CIP 107222, KCTC 15704",1,Blautia luti,649762.4,anaerobe
,,,,,GCA_009707925,
17684,,"DSM 25238, ATCC 29174, KCTC 15206, VPI B3-21",1,Blautia obeum,411459.4,anaerobe
,,,,,411459.7,
,,,,,640963024,
,,,,,GCA_000153905,
,,,,,GCA_025147765,
18068,2396,"DSM 2950, ATCC 27340, CCUG 10976, CCUG 9990, JCM 1471, KCTC 15607, VPI 4299, NCTC 11829, KCTC 3242, KCTC 3695",1,Blautia producta,1121114.32,anaerobe
,,,,,1121114.4,
,,,,,1121114.7,
,,,,,2515154176,
,,,,,2524023161,
,,,,,33035.113,
,,,,,GCA_000373885,
,,,,,GCA_000439125,
,,,,,GCA_010669205,
,,,,,GCA_014131715,
18069,U-1,"DSM 3507, ATCC 35244",0,Blautia producta,2852254035,anaerobe
,,,,,33035.17,
,,,,,GCA_002915535,
130919,YL58,DSM 26115,1,Blautia pseudococcoides,2758568009,anaerobe
,,,,,GCA_001689125,
,,,,,GCA_002221555,
,,,,,GCA_016696745,
130917,"32_34, A-C6-2",DSM 28737,0,Blautia pseudococcoides,GCA_024623005,anaerobe
18072,B,"DSM 10518, JCM 14657, CCUG 53897, CIP 105464, KCTC 5953",1,Blautia schinkii,1410649.3,anaerobe
,,,,,2561511230,
,,,,,GCA_000702025,
,,,,,GCA_028539195,
18075,Walcc: 14507,"DSM 19850, ATCC BAA-1564, JCM 17041, KCTC 5965, WAL 14507",1,Blautia wexlerae,1121115.14,anaerobe
,,,,,1121115.4,
,,,,,2528768167,
,,,,,GCA_000484655,
,,,,,GCA_025148125,
130371,Bin4,"DSM 26316, CCUG 65819",0,Bombilactobacillus mellifer,2630968413,anaerobe
,,,,,GCA_000970795,
130372,Hon2N,"DSM 26255, CCUG 63289, JCM 30769",1,Bombilactobacillus mellis,GCA_000967245,anaerobe
1768,BLAPIII-AGV,"DSM 22924, ATCC BAA-1568",1,Bombiscardovia coagulans,2788500098,anaerobe
,,,,,686666.4,
,,,,,GCA_002259585,
382,Se-1111R,"DSM 12804, CCUG 43448, CIP 107267, ATCC BAA-461, CCM 7166",1,Bordetella petrii,340100.3,anaerobe
,,,,,641228479,
,,,,,GCA_000067205,
188,R2014,"DSM 19116, CCUG 46092, CIP 107668",1,Bowdeniella nasicola,208480.4,anaerobe
,,,,,2855319728,
,,,,,GCA_001907295,
3916,JB,"DSM 18832, CGMCC 1.6508, LMG 23926, JCM 15471",1,Brachybacterium zhongshanense,1305859.3,anaerobe
,,,,,2681813033,
,,,,,GCA_001314085,
152395,B78,"CCUG 46668, ATCC 27164, NCTC 13041, DSM 105803",1,Brachyspira hyodysenteriae,1266923.19,anaerobe
,,,,,1266923.3,
,,,,,1266923.7,
,,,,,2519899693,
,,,,,2711768145,
,,,,,GCA_000383255,
,,,,,GCA_001013005,
,,,,,GCA_001676785,
137701,PWS/A,"CIP 105833, ATCC 51140",1,Brachyspira intermedia,1045858.9,anaerobe
17852,56-150,"DSM 12563, ATCC 51284, CIP 105832",1,Brachyspira murdochii,526224.6,anaerobe
,,,,,646564514,
,,,,,GCA_000092845,
22967,BM,"DSM 24659, JCM 16868",1,Brassicibacter mesophilus,2861672352,anaerobe
2320,BIO-TAS2-2,"DSM 23858, CCUG 57609, KCTC 22631",1,Brevundimonas naejangsanensis,1121125.3,anaerobe
,,,,,2524614659,
,,,,,GCA_000421705,
3772,XM3,"DSM 6779, ATCC 51429, KCTC 15201",1,Breznakibacter xylanolyticus,2593339275,anaerobe
,,,,,990.3,
,,,,,GCA_003254275,
23331,Kam1851,"DSM 22653, VKM B-2685",1,Brockia lithotrophica,2757320359,anaerobe
,,,,,933949.26,
,,,,,GCA_003633725,
12669,BL-34,"DSM 19609, LMG 23248, NRRL B-41418, CCUG 55599, JCM 14918, NBRC 106143",1,Brooklawnia cerclae,2820979626,anaerobe
,,,,,349934.3,
,,,,,GCA_011758645,
160,,"DSM 20732, ATCC 35275, CIP 103149, CCUG 32937, CIP 103127, UCD 81-332-9, UCD 332-981",1,Buchananella hordeovulneris,2857276557,anaerobe
,,,,,52770.4,
,,,,,GCA_001907235,
5365,W1219,"DSM 13220, ATCC BAA-170, CIP 108362",1,Bulleidia extructa,647000218,anaerobe
,,,,,679192.3,
,,,,,GCA_000177375,
159029,NM-380-WT-3C1,"DSM 105750, JCM 34393",1,Bullifex porci,2606638.3,anaerobe
,,,,,GCA_009695635,
,,,,,VUNN00000000,
24842,Marburg,"DSM 3468, ATCC 33266",0,Butyribacterium methylotrophicum,1487.3,anaerobe
,,,,,2651869906,
,,,,,GCA_001753695,
2871,25-3,"DSM 23266, CCUG 55265, LMG 24109",1,Butyricicoccus pullicaecorum,1121128.3,anaerobe
,,,,,2585428076,
,,,,,GCA_900167005,
133154,180-3,"DSM 105721, CCUG 65562, JCM 18676",1,Butyricimonas faecihominis,1472416.6,anaerobe
,,,,,1472416.74,
,,,,,1472416.75,
,,,,,2830045573,
,,,,,GCA_008830385,
,,,,,GCA_014196975,
,,,,,GCA_014647335,
140074,214-4,"DSM 105722, CCUG 65563, JCM 18677",1,Butyricimonas paravirosa,1472417.6,anaerobe
,,,,,1472417.7,
,,,,,2830049664,
,,,,,GCA_011927845,
,,,,,GCA_014647355,
12522,MT01,"DSM 23225, CCUG 56610, JCM 15148, KCTC 15147",1,Butyricimonas synergistica,1121129.3,anaerobe
,,,,,2515154026,
,,,,,GCA_000379665,
12523,MT12,"DSM 23226, CCUG 56611, JCM 15149, KCTC 15148",1,Butyricimonas virosa,1121130.3,anaerobe
,,,,,2540341191,
,,,,,544645.229,
,,,,,GCA_000519105,
,,,,,GCA_025148635,
6341,T9-40A,"DSM 2876, ATCC 29175",1,Eshraghiella crossota,45851.818,anaerobe
,,,,,511680.4,
,,,,,645951834,
,,,,,GCA_000156015,
,,,,,GCA_025148445,
6342,D1,"DSM 3071, ATCC 19171, CCUG 35459, JCM 6563, NCIMB 702221",1,Butyrivibrio fibrisolvens,1121131.4,anaerobe
,,,,,2585428068,
,,,,,GCA_900129945,
6351,JK 615,"DSM 14810, ATCC BAA-456",1,Butyrivibrio hungatei,1121132.3,anaerobe
,,,,,2582580726,
,,,,,GCA_900143205,
6349,A38,"DSM 10294, ATCC 27208, NCFB 2222",0,Butyrivibrio sp.,GCA_028539135,anaerobe
133975,,"CCUG 63059, LMG 22934",1,Caballeronia humi,2724679456,anaerobe
,,,,,326474.3,
,,,,,GCA_001544475,
133976,,"CCUG 63060, LMG 22936",1,Caballeronia telluris,2724679458,anaerobe
,,,,,326475.3,
,,,,,GCA_001544495,
133974,,"CCUG 63062, LMG 22937",1,Caballeronia terrestris,1226301.3,anaerobe
,,,,,2724679465,
,,,,,GCA_001544515,
16794,7858,"DSM 13054, CNCM I-2383",1,Caldanaerobacter subterraneus,2802428857,anaerobe
,,,,,911092.6,
,,,,,GCA_004345675,
16796,MB4,"DSM 15242, CGMCC AS 1.2430, JCM 11007, CGMCC 1.2430, NBRC 100824",1,Caldanaerobacter subterraneus subsp. tengcongensis,GCA_000007085,anaerobe
,,,,,GCA_024807135,
16793,KB-1,"DSM 13777, KFCC 11116",1,Caldanaerobacter subterraneus subsp. yonseiensis,1388761.3,anaerobe
,,,,,GCA_000473865,
16851,JW/YJL-F3,"DSM 17918, ATCC BAA-1278",1,Caldanaerobius fijiensis,1121256.4,anaerobe
,,,,,2582581265,
,,,,,GCA_900129075,
24650,KMTHCJ,DSM 13641,1,Caldanaerobius polysaccharolyticus,2510065085,anaerobe
,,,,,935948.5,
,,,,,GCA_000427425,
16902,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA-1454",1,Caldanaerovirga acetigignens,2599185231,anaerobe
,,,,,447595.3,
,,,,,GCA_900142995,
24651,KKC1,"DSM 26464, NBRC 109353",1,Calderihabitans maritimus,2788499958,anaerobe
,,,,,GCA_002207765,
18023,X6B,"DSM 7040, ATCC BAA-1149",1,Caldicellulosiruptor acetigenus,1121259.3,anaerobe
,,,,,2524614853,
,,,,,GCA_000421725,
18024,6A,DSM 9545,0,Caldicellulosiruptor acetigenus,2506485007,anaerobe
,,,,,GCA_000193435,
18026,I77R1B,"DSM 12137, ATCC 700853",0,Caldicellulosiruptor acetigenus,649633023,anaerobe
18022,Z-1320,"DSM 6725, ATCC BAA-1888, KCTC 15123, KCTC 4509, KCTC 4512",1,Caldicellulosiruptor bescii,521460.28,anaerobe
,,,,,521460.29,
,,,,,521460.8,
,,,,,643692002,
,,,,,GCA_000022325,
130816,CBS-Z,"DSM 26941, CGMCC 1.5180",1,Caldicellulosiruptor changbaiensis,1222016.3,anaerobe
,,,,,2814123041,
,,,,,GCA_003999255,
18028,108,"DSM 18901, VKM B-2411",1,Caldicellulosiruptor hydrothermalis,632292.3,anaerobe
,,,,,649633022,
,,,,,GCA_000166355,
18029,2002,"DSM 18902, VKM B-2412",1,Caldicellulosiruptor kronotskyensis,632348.3,anaerobe
,,,,,649633024,
,,,,,GCA_000166775,
18027,OL,"DSM 13100, ATCC 700167",1,Caldicellulosiruptor owensensis,632518.3,anaerobe
,,,,,649633025,
,,,,,GCA_000166335,
18025,Tp 8T.6.3.3.1.,"DSM 8903, ATCC 43494",1,Caldicellulosiruptor saccharolyticus,351627.8,anaerobe
,,,,,640427106,
,,,,,GCA_000016545,
18030,Wai35.B1,DSM 8977,0,Caldicellulosiruptor sp.,1387557.3,anaerobe
,,,,,2558860987,
18031,Rt8.B8,"DSM 8990, KCTC 25803",0,Caldicellulosiruptor sp.,1387555.3,anaerobe
,,,,,2558860144,
,,,,,GCA_026810225,
17804,TH7C1,"DSM 22661, JCM 16184",1,Caldicoprobacter algeriensis,GCA_023838525,anaerobe
1579,St. T,"DSM 20678, JCM 30420",1,Caldicoprobacter faecalis,2693429901,anaerobe
,,,,,937334.3,
,,,,,GCA_900115765,
23443,D2C22,"DSM 24605, JCM 17646",1,Caldicoprobacter guelmensis,1170224.4,anaerobe
,,,,,2901129015,
,,,,,GCA_016908415,
17803,JW/HY-331,"DSM 21659, ATCC BAA-1711",1,Caldicoprobacter faecalis,1304880.3,anaerobe
,,,,,2540341239,
17632,STL-6-01,"DSM 14535, JCM 11387, NBRC 104270",1,Caldilinea aerophila,2513020048,anaerobe
,,,,,2540341085,
,,,,,926550.5,
,,,,,GCA_000281175,
132490,TF1,"DSM 29380, NBRC 110713",1,Caldimicrobium thiodismutans,2751185666,anaerobe
,,,,,GCA_001548275,
130252,"L21-TYG-TH, L21-TH-D2","DSM 26826, JCM 18664",1,Caldisalinibacter kiritimatiensis,GCA_000387765,anaerobe
17798,AZM16c01,"DSM 21853, NBRC 104410",1,Caldisericum exile,2513237181,anaerobe
,,,,,511051.3,
,,,,,GCA_000284335,
2090,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1,Caldisphaera lagunensis,1056495.6,anaerobe
,,,,,2510065009,
,,,,,GCA_000317795,
3846,Yu37-1,"DSM 19672, NBRC 101217",1,Calditerrivibrio nitroreducens,649633026,anaerobe
,,,,,768670.24,
,,,,,768670.3,
,,,,,GCA_000183405,
18090,LF13,"DSM 13497, VKM B-2286",1,Caldithrix abyssi,2561511127,anaerobe
,,,,,2643221409,
,,,,,2718218154,
,,,,,880073.11,
,,,,,880073.23,
,,,,,880073.4,
,,,,,GCA_000241815,
,,,,,GCA_001886815,
,,,,,GCA_945865405,
17023,"MCC-UPLP 1200, IC-167","DSM 13496, ANMR 0178, ATCC 700844, JCM 10307, MCC-UPLB 1200",1,Caldivirga maquilingensis,397948.1,anaerobe
,,,,,641228483,
,,,,,GCA_000018305,
2523,RC3,"DSM 22476, JCM 15081, KCTC 5601",1,Caloramator australicus,2524023184,anaerobe
,,,,,857293.11,
,,,,,GCA_000297115,
2518,Rt4-B1,"DSM 5463, ATCC 43204, KCTC 15126",1,Clostridium fervidum,2599185232,anaerobe
,,,,,29344.3,
,,,,,GCA_900108045,
2524,VF08,"DSM 25793, JCM 15828, KCTC 5735",1,Caloramator mitchellensis,2833544911,anaerobe
,,,,,GCA_001440545,
2519,U,DSM 10124,1,Caloramator proteoclasticus,1121262.4,anaerobe
,,,,,2582581267,
,,,,,GCA_900129265,
22962,,"DSM 22093, CMPUJ U833, USBA A",1,Caloramator quimbayensis,2671180028,anaerobe
2526,MV1087,"DSM 13643, CNCM I-2543",1,Caloranaerobacter azorensis,1121264.4,anaerobe
,,,,,2585428077,
,,,,,GCA_900129995,
131350,"DY22619, MCCC1A06455","DSM 27799, JCM 19467, MCCC 1A06455",1,Caloranaerobacter ferrireducens,2791354916,anaerobe
,,,,,GCA_001730685,
10428,TB-2,"DSM 16658, JCM 12641",1,Caminibacter mediatlanticus,391592.5,anaerobe
,,,,,640963039,
,,,,,GCA_000170735,
,,,,,GCA_005843985,
130468,"EPR-TB6, TB-6","DSM 27783, JCM 19563",1,Caminibacter pacificus,1424653.31,anaerobe
,,,,,2788499860,
,,,,,GCA_003752135,
2527,AM 1114,"DSM 14501, CIP 107141",1,Caminicella sporogenes,1121266.3,anaerobe
,,,,,166485.4,
,,,,,2585428193,
,,,,,2831514688,
,,,,,GCA_003609595,
,,,,,GCA_900142285,
2139,L266,"DSM 22948, CCUG 54429, LMG 24001, LMG 54429, KCTC 15211",1,Campylobacter canadensis,449520.3,anaerobe
,,,,,GCA_013177655,
2119,,"DSM 9716, ATCC 33237, CCUG 13144, DSM 5360, FDC 484, LMG 7788, NCTC 11485, LMG 6441, CIP 103757",1,Campylobacter concisus,199.248,anaerobe
,,,,,2684623198,
,,,,,GCA_001298465,
140073,,"DSM 105763, CCUG 64942, LMG 27932, CIT 045",0,Campylobacter corcagiensis,1448857.8,anaerobe
,,,,,GCA_013201645,
2128,,"CCUG 13146, NCTC 11649, LMG 7609, DSM 6644, ATCC 35224, DSM 7255, VPI 9584, CIP 103747",1,Campylobacter curvus,1121268.3,anaerobe
,,,,,200.17,
,,,,,200.22,
,,,,,200.23,
,,,,,200.7,
,,,,,2517572248,
,,,,,GCA_000376325,
,,,,,GCA_012978875,
,,,,,GCA_013372125,
140238,RC20,"DSM 102159, LMG 29375",1,Campylobacter geochelonis,1780362.3,anaerobe
,,,,,2740892344,
,,,,,GCA_013201685,
,,,,,GCA_900063025,
2133,,"DSM 19528, ATCC 33236, JCM 8538, CCUG 27720, NCTC 12738, FDC 1084, KCTC 15224",1,Campylobacter gracilis,2645727670,anaerobe
,,,,,2808606742,
,,,,,553220.3,
,,,,,645951857,
,,,,,824.193,
,,,,,824.194,
,,,,,824.36,
,,,,,824.5,
,,,,,GCA_001190745,
,,,,,GCA_900446335,
2138,CH001A,"DSM 21671, CCUG 45161, CIP 107682, LMG 19568, NCTC 13146",1,Campylobacter hominis,2808606638,anaerobe
,,,,,76517.4,
,,,,,76517.51,
,,,,,76517.52,
,,,,,76517.53,
,,,,,76517.54,
,,,,,GCA_900446395,
2137,80-4577-4,"DSM 19053, ATCC 35217, CCUG 14169, CIP 103750, LMG 7817, NCTC 11608, LMG 6445, CIP 103746",1,Campylobacter hyointestinalis subsp. hyointestinalis,198.16,anaerobe
,,,,,198.4,
,,,,,2687453784,
,,,,,2811995282,
,,,,,2821825124,
,,,,,91352.23,
,,,,,91352.4,
,,,,,GCA_000705275,
,,,,,GCA_013372145,
,,,,,GCA_900116585,
2135,"FS253/72, 253/72","DSM 21682, ATCC 43264, CCUG 6822, CIP 103750, NCTC 11000, LMG 6448, LMG 6449",1,Campylobacter mucosalis,202.14,anaerobe
,,,,,202.15,
,,,,,202.4,
,,,,,2609460082,
,,,,,GCA_000705255,
,,,,,GCA_012978755,
,,,,,GCA_013372205,
2127,,"DSM 3260, ATCC 33238, CCUG 20446 B, NCTC 11489, FDC 371, JCM 6301, CCUG 20446, CIP 103748, LMG 7613",1,Campylobacter rectus,203.1,anaerobe
,,,,,203.118,
,,,,,203.119,
,,,,,553218.4,
,,,,,643886009,
,,,,,GCA_000174175,
,,,,,GCA_004803795,
2136,SU A4,"DSM 19458, ATCC 51146, CCUG 30254, JCM 12989, CIP 103970, KCTC 15202, LMG 12635",1,Campylobacter showae,204.182,anaerobe
,,,,,553219.3,
,,,,,GCA_000175655,
,,,,,GCA_004803815,
2130,S-17,"LMG 7795, LMG 6450, KCTC 15215, DSM 10535, ATCC 35980, CCUG 9728, CIP 103749, NCTC 11528, KCTC 2682, VPI S-17",1,Campylobacter sputorum subsp. sputorum,32024.6,anaerobe
,,,,,32024.7,
,,,,,GCA_008245005,
,,,,,GCA_008802035,
2102,EDMH-1,"DSM 20703, ATCC 33387, CCUG 7319, LMG 6451, NCTC 10941",1,Campylobacter ureolyticus,1121102.3,anaerobe
,,,,,2517572240,
,,,,,2823244376,
,,,,,827.1,
,,,,,827.23,
,,,,,827.97,
,,,,,GCA_000374605,
,,,,,GCA_013372225,
,,,,,GCA_900460885,
143334,,CCUG 18470,0,Campylobacter ureolyticus,GCA_024723555,anaerobe
5487,"27, 927-3","DSM 3290, ATCC 33624, CCUG 9715, NCTC 12372, LMG 11514, CIP 102945, JCM 12953, CCM 3710",1,Capnocytophaga gingivalis,553178.3,anaerobe
,,,,,643886113,
,,,,,GCA_000174755,
5492,B0611,"DSM 11449, ATCC 51502, JCM 8566, CCUG 32991, CIP 104128, LMG 16022, NCTC 12948, KCTC 5785",1,Capnocytophaga granulosa,2541046980,anaerobe
,,,,,2693429885,
,,,,,2808606723,
,,,,,45242.154,
,,,,,45242.4,
,,,,,641143.3,
,,,,,GCA_000411115,
,,,,,GCA_900106575,
,,,,,GCA_900446675,
5495,,"DSM 22902, CCUG 51857, NCTC 13375, AHN 8855",1,Capnocytophaga leadbetteri,2734482253,anaerobe
,,,,,327575.4,
,,,,,GCA_003054025,
5488,SS31,"CCUG 9716, NCTC 12371, CIP 103448, DSM 7271, ATCC 27872, JCM 12966, VPI 2845, KCTC 5787",1,Capnocytophaga ochracea,1018.112,anaerobe
,,,,,1018.113,
,,,,,1018.114,
,,,,,1018.116,
,,,,,521097.5,
,,,,,644736338,
,,,,,GCA_000023285,
5489,25,"DSM 7272, ATCC 33596, CCUG 15407, LMG 11546",0,Capnocytophaga ochracea,1018.115,anaerobe
,,,,,1018.117,
5490,4,"CCUG 9714, NCTC 11653, LMG 11518, CIP 104301, DSM 7273, ATCC 33612, CIP 110086, DSM 3292, JCM 12967, VPI 12913",1,Capnocytophaga sputigena,1019.49,anaerobe
,,,,,2814123397,
,,,,,553177.6,
,,,,,642979305,
,,,,,GCA_000173675,
,,,,,GCA_900446695,
16791,JM,"DSM 12653, ATCC BAA-271",1,Carboxydibrachium pacificum,391606.3,anaerobe
,,,,,647533123,
,,,,,GCA_000156275,
17980,Kar,"DSM 16521, VKM B-2358",1,Carboxydocella sporoproducens,1121270.4,anaerobe
,,,,,2568526009,
,,,,,GCA_900167165,
16807,JW/AS-Y7,"DSM 11255, VKM B-2392",1,Carboxydothermus ferrireducens,1119529.5,anaerobe
,,,,,1119529.9,
,,,,,2510065088,
,,,,,2844895905,
,,,,,GCA_000427565,
,,,,,GCA_013409775,
16806,Z-2901,"DSM 6008, ATCC BAA-161",1,Carboxydothermus hydrogenoformans,246194.6,anaerobe
,,,,,637000060,
,,,,,GCA_000012865,
16810,Ug1,"DSM 23698, NBRC 107576",1,Carboxydothermus pertinax,2832181228,anaerobe
,,,,,GCA_001950255,
2270,"FTR 1, FTR1","DSM 17715, ATCC BAA-754, CIP 108033, JCM 12174",1,Carnobacterium pleistocenium,GCA_000744285,anaerobe
139755,CG19-1,"DSM 106146, CCUG 71490, JCM 33534",1,Catenibacillus scindens,2861335840,anaerobe
,,,,,673271.3,
,,,,,GCA_014202115,
5366,RCA14-39,"DSM 15897, CIP 106738, JCM 10609",1,Catenibacterium mitsuokai,100886.347,anaerobe
,,,,,451640.67,
,,,,,643886110,
,,,,,GCA_000173795,
,,,,,GCA_025148785,
132488,,"DSM 101949, CCUG 39713",1,Caviibacter abscessus,1766719.4,anaerobe
,,,,,2788499922,
,,,,,GCA_001517835,
23239,L-6,"DSM 27375, CCUG 60799, KCTC 23497",1,Celeribacter baekdonensis,2616644820,anaerobe
,,,,,875171.3,
,,,,,GCA_900102315,
2359,PSU-16S,"DSM 14368, ATCC 25174, CCUG 35596, NRRL B-3752, JCM 11945, CIP 104614, NCIMB 10802, PCM 2416",1,Cellulomonas humilata,144055.3,anaerobe
,,,,,GCA_013359775,
6375,RHM5,"DSM 5427, ATCC 49066, KCTC 15127, NCIMB 11756, NCIB 11756",1,Cellulosilyticum lentocellum,642492.3,anaerobe
,,,,,650716026,
,,,,,GCA_000178835,
133558,H1,"CGMCC 1.5065, JCM 14822, DSM 23859",1,Cellulosilyticum ruminicola,1294025.4,anaerobe
,,,,,2667527401,
,,,,,GCA_001311925,
130906,CD1-BL204R1,DSM 29131,0,Cellulosimicrobium cellulans,GCA_024622945,anaerobe
17118,LL 2383,"DSM 2778, ATCC 35019, CIP 105322, CCUG 44586",1,Centipeda periodontii,651324021,anaerobe
,,,,,888060.3,
,,,,,GCA_000213975,
13656,JA139,"DSM 18774, CCUG 53722, JCM 14338, BCRC 80280, KCTC 5728",1,Cereibacter changlensis,1188249.3,anaerobe
,,,,,2593339283,
,,,,,402884.4,
,,,,,GCA_003034985,
,,,,,GCA_003254335,
13812,,"DSM 158, ATCC 17023, IAM 14237, NCIB 8253, CCUG 31486, ATCC 11167, LMG 2827, ATCC 14690, CIP 60.6, ATH 2.4.1, JCM 6121, BCRC 16407, CECT 300, CGMCC 1.1737, CGMCC 1.3368, IFO 12203, KCTC 1434, NBRC 12203, NCIMB 8253, NCIMB 8287",1,Cereibacter sphaeroides,1063.83,anaerobe
,,,,,1063.96,
,,,,,651717148,
,,,,,GCA_007991035,
,,,,,GCA_009797605,
130839,ACht1,"DSM 24538, UNIQEM U887",1,Chitinivibrio alkaliphilus,2565956826,anaerobe
,,,,,GCA_000474745,
2396,4930,DSM 1677,1,Chlorobaculum limnaeum,2501846309,anaerobe
,,,,,274537.5,
,,,,,GCA_001747405,
2397,,DSM 263,1,Chlorobaculum parvum,642555120,anaerobe
2395,TLS,"DSM 12025, ATCC 49652",1,Chlorobaculum tepidum,637000073,anaerobe
,,,,,GCA_000006985,
2398,6230,"DSM 249, VKM B-3634, NBRC 106566",1,Chlorobaculum thiosulfatiphilum,1092.5,anaerobe
,,,,,115852.5,
,,,,,GCA_006265165,
2403,6330,"DSM 245, NBRC 103803",1,Chlorobium limicola,290315.5,anaerobe
,,,,,642555121,
,,,,,GCA_000020465,
2406,"2530, my 2610","DSM 273, CIP 108454",1,Chlorobium luteolum,319225.5,anaerobe
,,,,,637000205,
,,,,,GCA_000012485,
2409,1930,DSM 265,0,Chlorobium phaeovibrioides,290318.6,anaerobe
,,,,,640427130,
2421,MD-66,"DSM 9485, JCM 39377",1,Chloroflexus aggregans,326427.4,anaerobe
,,,,,643348527,
,,,,,GCA_000021945,
2417,J-10-fl,"DSM 635, ATCC 29366",1,Chloroflexus aurantiacus,324602.8,anaerobe
,,,,,641228485,
,,,,,GCA_000018865,
2419,Y-400-fl,"DSM 637, ATCC 29364",0,Chloroflexus aurantiacus,480224.3,anaerobe
,,,,,643692015,
133098,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1,Chloroflexus islandicus,2775507287,anaerobe
,,,,,GCA_001650695,
24768,"HKU 16, HKU16","DSM 18959, CCUG 54229, JCM 17853, KCTC 15500",1,Christensenella hongkongensis,270498.28,anaerobe
,,,,,2795385462,
,,,,,GCA_000981035,
,,,,,GCA_004342745,
24747,,"DSM 22607, JCM 16072, YIT 12065, KCTC 15498",1,Christensenella minuta,2728369339,anaerobe
,,,,,2832262383,
,,,,,2836893620,
,,,,,626937.26,
,,,,,626937.29,
,,,,,626937.3,
,,,,,626937.8,
,,,,,GCA_001571425,
,,,,,GCA_001652705,
,,,,,GCA_001678855,
2495,BAL-1,"DSM 11915, ATCC 700172",1,Chrysiogenes arsenatis,118005.9,anaerobe
,,,,,2579778963,
,,,,,GCA_000469585,
17783,158,"DSM 19522, JCM 14828",1,Cloacibacillus evryensis,2510065052,anaerobe
,,,,,866499.3,
,,,,,GCA_000585335,
23440,CL-84,"DSM 25858, CCUG 62631, KCTC 15364",1,Cloacibacillus porcorum,1197717.12,anaerobe
,,,,,2718217834,
,,,,,GCA_001701045,
2869,37HS60,"DSM 22131, CCUG 53849, JCM 14354",1,Clostridiisalibacter paucivorans,1121289.3,anaerobe
,,,,,2556921093,
,,,,,GCA_000620125,
2582,"1780, McClung 1780, 90556-M6S, 10008","DSM 1296, ATCC 9689, NCIB 10666, NCTC 11209, CCUG 4938, USDA 90556-M6S, JCM 1296, BCRC 10642, CECT 531, CIP 104282, LMG 15861, LMG 21717, NCIMB 10666",1,Clostridioides difficile,1121308.3,anaerobe
,,,,,1121308.5,
,,,,,1121308.8,
,,,,,1121308.9,
,,,,,1496.16102,
,,,,,1496.16124,
,,,,,1496.6388,
,,,,,2515154168,
,,,,,2526164710,
,,,,,2703719004,
22963,R20291,"DSM 27147, NCTC 13366",0,Clostridioides difficile,1496.3367,anaerobe
,,,,,645463.57,
,,,,,646311915,
,,,,,GCA_000027105,
,,,,,GCA_015732555,
,,,,,GCA_027625435,
