ID,designation_header,strain_number_header,is_type_strain_header,species,Genome seq. accession number,Temperature
1187,"231, NRS-231","DSM 347, ATCC 6633, CCM 1999, IAM 1069, NCIB 8054, NCTC 10400, WDCM 00003, CCUG 10779, JCM 20035, AHU 1038, BCRC 10447, BUCSAV 425, CECT 356, CIP 52.62, IFO 3134, IID 506, IMET 10880, JCM 2499, KCTC 2189, LMG 8197, NBRC 3134, NCIMB 8054, NRIC 1022, NRIC 1521, NRRL B-209, NRRL B-354, OUT 8351, PCI 219, RIMD 0225013, VTT E-85231, NCDO 1733, CMCC (B) 63501",0,Bacillus spizizenii,1300158.3,55
,,,,,1423.767,
,,,,,2734481915,
,,,,,647000211,
,,,,,703612.22,
,,,,,703612.3,
,,,,,96241.1,
,,,,,GCA_000177595,
,,,,,GCA_001312785,
,,,,,GCA_006094475,
1172,"Marburg, 744","DSM 10, ATCC 6051, CCM 2216, IAM 12118, IFO 13719, JCM 1465, LMG 7135, NBRC 13719, NCIB 3610, NCTC 3610, NRS 744, CCUG 163 B, BCRC 10255, CECT 39, CIP 52.65, IFO 16412, IMET 10758, KCTC 3135, NBRC 16412, NCFB 1769, NCIMB 3610, NRRL B-4219, NRRL NRS-744, VKM B-501, VKM B-758, VKM B-919, VTT E-97009, UCCCB117, NCDO 1769",1,Bacillus subtilis,135461.13,22-55
,,,,,135461.32,
,,,,,1423.1861,
,,,,,1423.1862,
,,,,,1423.1863,
,,,,,1423.1864,
,,,,,1423.1865,
,,,,,1423.1866,
,,,,,1423.1867,
,,,,,1423.1868,
967,,"DSM 2109, ATCC 11774, NCTC 8236, CCUG 50054, NCIMB 8739, ICI 2/4, CIP 1.83",0,Bacillus subtilis,1423.741,55
,,,,,2925634727,
,,,,,GCA_004101945,
166386,,"KCTC 43131, CGMCC 1.17491, SYSU G01002",1,Peribacillus tepidiphilus,GCA_009466385,25-55
134164,10b,"ATCC BAA-819, NCTC 13306, CIP 109396, NRRL B-41771, KCTC 13622",1,Bacillus tequilensis,227866.8,25-50
,,,,,GCA_900445435,40-50
133927,SgZ-7,"CCTCC AB 2012030, KACC 16700",1,Neobacillus thermocopriae,GCA_010975035,40-60
,,,,,,50
133977,SgZ-8,"CCTCC AB 2012108, KACC 16706",1,Bacillus thermotolerans,1221996.3,20-65
,,,,,GCA_000812025,50
,,,,,GCA_011751085,
1150,"DV1-F-3, DV-1-F3","DSM 11031, NRRL B-14890, JCM 12234, ATCC 700092, BCRC 17183, CIP 104792, KCTC 3707, LMG 18725, NBRC 101236",1,Bacillus vallismortis,1051502.3,50
,,,,,2547132131,55
,,,,,2880152234,
,,,,,72361.11,
,,,,,GCA_000245315,
,,,,,GCA_004116955,
140354,FJAT-27215,"DSM 100757, CCTCC AB 2015266",1,Bacillus wudalianchiensis,GCA_001685015,Oct-60
158509,,"DSM 108226, CGMCC 4.7547, KCTC 49229, YIM 75507",1,Bailinhaonella thermotolerans,2339229.3,15-55
,,,,,2861773553,
,,,,,GCA_003594875,
17640,17S,"DSM 16304, ATCC BAA-736, JCM 11970",1,Balnearium lithotrophicum,223788.3,35-65
,,,,,2724679708,55
,,,,,GCA_900182585,70
133009,KHALHBd91,"DSM 28579, JCM 19909",1,Balneicella halophila,1537566.3,20.0-50.0
,,,,,2756170310,
,,,,,GCA_003096835,
505,GOMI-1,"DSM 17877, JCM 13669",1,Bellilinea caldifistulae,360411.1,45-65
,,,,,360411.11,55
,,,,,GCA_001050215,
,,,,,GCA_001306055,
12011,DSE10,"DSM 22132, JCM 14375, LMG 24411",1,Bhargavaea cecembensis,1235279.3,15-55
,,,,,2537561877,
,,,,,GCA_000348905,
23197,ZMA-19,"DSM 26128, CCM 8429, LMG 27071, ZMA 19, CIP 110542",1,Bhargavaea ullalensis,2928332132,15-50
140310,RP115,"DSM 100238, CCM 8605, LMG 28779",1,Bifidobacterium apri,1769423.3,Oct-49
,,,,,GCA_009299485,
132454,LMM_E3,"DSM 100216, JCM 30801",1,Bifidobacterium eulemuris,1765219.3,47
,,,,,1765219.7,
,,,,,2791355248,
,,,,,GCA_002259685,
,,,,,GCA_014898155,
159320,,"DSM 103362, JCM 31788, MRM 9.3",1,Bifidobacterium jacchi,GCA_009078285,22-48
132345,MRM_5.9,"DSM 100196, JCM 30796, MRM 5.9, KCTC 15589",1,Bifidobacterium myosotis,1630166.3,25-46
,,,,,2791355235,
,,,,,GCA_002259745,
160296,,"DSM 106029, SMA 15, BCRC 81224, NBRC 114051",1,Bifidobacterium platyrrhinorum,GCA_010667645,25-46
,,,,,WHZV00000000,
160002,,"DSM 106020, SMA 1, BCRC 81223, NBRC 114049",1,Bifidobacterium saimiriisciurei,GCA_010667655,25-46
,,,,,WHZU00000000,
164467,SK-G1,"JCM 33158, CCAM 530, KCTC 15783",1,Biomaibacter acetigenes,GCA_003691585,35-65
,,,,,,55
1770,2017-12,"DSM 11294, CCUG 39178, HKI 88, JCM 11479, ATCC 700413, CIP 105404, NBRC 106158, HKI 0088",1,Bogoriella caseilytica,2781126043,50
,,,,,56055.3,
,,,,,GCA_003752405,
166437,,"KCTC 52794, NBRC 112957, SYSU D60016",1,Botryobacter ruber,2171629.3,15-50
,,,,,GCA_003347595,
11416,"13, NRS-1219","DSM 6348, ATCC 51663, CCUG 31345, NRRL NRS-1219, LMG 15103, NRS 1219, JCM 9067, CCM 4535, CGMCC 1.3103, CIP 104002, IFO 15538, KCTC 3573, LMG 15598, NBRC 15538",1,Brevibacillus agri,2841283598,30-55
,,,,,51101.7,
,,,,,51101.8,
,,,,,GCA_003710885,
,,,,,GCA_004117055,
,,,,,GCA_006540025,
11441,PDF25,"DSM 24395, LMG 26289",1,Brevibacillus aydinogluensis,2928297429,35-65
,,,,,,50
,,,,,,55
11421,"B4, NRS-818","DSM 6347, ATCC 51668, CIP 104545, IFO 15714, JCM 9022, NBRC 15714, CCUG 51058, NRRL NRS-818, LMG 16009, NRS 818, CGMCC 1.3102",1,Brevibacillus borstelensis,45462.11,55
,,,,,GCA_003710865,
,,,,,GCA_006540165,
11402,"27B, 604","DSM 30, ATCC 8246, CCM 2050, JCM 2503, LMG 16703, NCIB 9372, NCTC 2611, CCUG 7413, NRS 604, BCRC 14682, CECT 5, CGMCC 1.3098, CIP 52.86, IFO 15304, KCTC 3743, LMG 7123, NBRC 15304, NCIMB 9372, NRRL B-14602, NRRL NRS-604, NRRL NRS-819, VKM B-503, NCDO 1770",1,Brevibacillus brevis,1393.21,55
,,,,,1393.23,
,,,,,2843783720,
,,,,,GCA_003012835,
,,,,,GCA_003385915,
,,,,,GCA_006539845,
,,,,,GCA_900637055,
11425,"NRRL-NRS 664, NRS-664","DSM 8445, ATCC 51661, CCUG 31347, NRRL NRS-664, NRS 664, JCM 9071, CGMCC 1.3104, CIP 104003, IFO 15540, KCTC 3863, KCTC 3887, LMG 15106, LMG 15603, NBRC 15540",1,Brevibacillus centrosporus,54910.5,55
,,,,,GCA_003710815,
,,,,,GCA_006540045,
11423,"HPD 52, HPD52","DSM 8552, ATCC 51359, CIP 103838, IFO 15518, JCM 8505, NBRC 15518, CCUG 51061, NRRL B-23247, LMG 15968, CGMCC 1.3099, KCTC 3836, NCIMB 13345",1,Brevibacillus choshinensis,54911.3,55
,,,,,GCA_001420695,
132387,PDF4,"DSM 100115, NCCB 100559",1,Brevibacillus gelatini,1655277.4,20-50
,,,,,2839026242,
,,,,,GCA_003710935,
11436,"B2156, C3774, B2156T","DSM 16423, CIP 106911, LMG 18962, NCIMB 13772, JCM 12215",1,Brevibacillus invocatus,173959.4,55
,,,,,2851194356,
,,,,,GCA_003710915,
160514,SYP-B805,DSM 29172,0,Brevibacillus sp.,1578199.4,50
,,,,,2898907183,
,,,,,GCA_011059135,
160340,PM1,DSM 26550,0,Brevibacillus thermoruber,1382302.3,55
,,,,,2571042366,
,,,,,GCA_000744635,
2320,BIO-TAS2-2,"DSM 23858, CCUG 57609, KCTC 22631",1,Brevundimonas naejangsanensis,1121125.3,Apr-50
,,,,,2524614659,
,,,,,GCA_000421705,
23331,Kam1851,"DSM 22653, VKM B-2685",1,Brockia lithotrophica,2757320359,46-78
,,,,,933949.26,62.5
,,,,,GCA_003633725,65
132575,B157,"DSM 101100, NBRC 111400",1,Caenibacillus caldisaponilyticus,2786546902,40-65
,,,,,GCA_002003465,50-60
,,,,,,55
134179,HA6,"CGMCC 1.4242, JCM 13486",1,Caldalkalibacillus thermarum,296745.3,45-65
,,,,,GCA_014644735,60
1498,JW/WZ-YB58,"DSM 17740, ATCC BAA-1258",1,Caldalkalibacillus uzonensis,2926604688,42-64
,,,,,,50
,,,,,,51
16794,7858,"DSM 13054, CNCM I-2383",1,Caldanaerobacter subterraneus,2802428857,65
,,,,,911092.6,
,,,,,GCA_004345675,
16796,MB4,"DSM 15242, CGMCC AS 1.2430, JCM 11007, CGMCC 1.2430, NBRC 100824",1,Caldanaerobacter subterraneus subsp. tengcongensis,GCA_000007085,75
,,,,,GCA_024807135,
16793,KB-1,"DSM 13777, KFCC 11116",1,Caldanaerobacter subterraneus subsp. yonseiensis,1388761.3,75
,,,,,GCA_000473865,
16851,JW/YJL-F3,"DSM 17918, ATCC BAA-1278",1,Caldanaerobius fijiensis,1121256.4,40-67
,,,,,2582581265,60
,,,,,GCA_900129075,61.5
24650,KMTHCJ,DSM 13641,1,Caldanaerobius polysaccharolyticus,2510065085,65
,,,,,935948.5,
,,,,,GCA_000427425,
16902,"JW-Sb4, JW/SA-NV4","DSM 18802, ATCC BAA-1454",1,Caldanaerovirga acetigignens,2599185231,44-74
,,,,,447595.3,61
,,,,,GCA_900142995,62
24651,KKC1,"DSM 26464, NBRC 109353",1,Calderihabitans maritimus,2788499958,55-68
,,,,,GCA_002207765,65
1324,Tf,DSM 16016,1,Caldibacillus debilis,1121917.3,50-70
,,,,,2515154121,55
,,,,,GCA_000383875,
132132,GB1,DSM 29516,0,Caldibacillus debilis,1339248.3,55
,,,,,2506783043,
,,,,,GCA_003627895,
162484,,"JCM 19325, KCTC 33163",1,Caldibacillus kokeshiiformis,GCA_025660375,50
160016,P1,DSM 107529,1,Caldibacillus pasinlerensis,GCA_009996845,55
1311,"B3188, MB2765, R-6488","DSM 23332, LMG 25569",1,Caldibacillus thermolactis,GCA_025660415,55
18023,X6B,"DSM 7040, ATCC BAA-1149",1,Caldicellulosiruptor acetigenus,1121259.3,70
,,,,,2524614853,
,,,,,GCA_000421725,
18024,6A,DSM 9545,0,Caldicellulosiruptor acetigenus,2506485007,70
,,,,,GCA_000193435,
18026,I77R1B,"DSM 12137, ATCC 700853",0,Caldicellulosiruptor acetigenus,649633023,70
18022,Z-1320,"DSM 6725, ATCC BAA-1888, KCTC 15123, KCTC 4509, KCTC 4512",1,Caldicellulosiruptor bescii,521460.28,42-90
,,,,,521460.29,75
,,,,,521460.8,78-80
,,,,,643692002,
,,,,,GCA_000022325,
130816,CBS-Z,"DSM 26941, CGMCC 1.5180",1,Caldicellulosiruptor changbaiensis,1222016.3,75
,,,,,2814123041,
,,,,,GCA_003999255,
166863,YA01,"JCM 34253, DSM 112098",1,Caldicellulosiruptor diazotrophicus,GCA_017347585,70
18028,108,"DSM 18901, VKM B-2411",1,Caldicellulosiruptor hydrothermalis,632292.3,50-80
,,,,,649633022,65
,,,,,GCA_000166355,
18029,2002,"DSM 18902, VKM B-2412",1,Caldicellulosiruptor kronotskyensis,632348.3,45-82
,,,,,649633024,70
,,,,,GCA_000166775,
140656,OB47,"ATCC BAA-2073, JCM 16842",1,Caldicellulosiruptor obsidiansis,608506.3,55-85
,,,,,648028013,75
,,,,,GCA_000145215,78
18027,OL,"DSM 13100, ATCC 700167",1,Caldicellulosiruptor owensensis,632518.3,50-80
,,,,,649633025,70
,,,,,GCA_000166335,75
18025,Tp 8T.6.3.3.1.,"DSM 8903, ATCC 43494",1,Caldicellulosiruptor saccharolyticus,351627.8,65
,,,,,640427106,
,,,,,GCA_000016545,
18030,Wai35.B1,DSM 8977,0,Caldicellulosiruptor sp.,1387557.3,65
,,,,,2558860987,
18031,Rt8.B8,"DSM 8990, KCTC 25803",0,Caldicellulosiruptor sp.,1387555.3,65
,,,,,2558860144,
,,,,,GCA_026810225,
164869,No.7,"JCM 39101, DSM 110881",1,Caldichromatium japonicum,GCA_011290485,50
17804,TH7C1,"DSM 22661, JCM 16184",1,Caldicoprobacter algeriensis,GCA_023838525,70
1579,St. T,"DSM 20678, JCM 30420",1,Caldicoprobacter faecalis,2693429901,70
,,,,,937334.3,
,,,,,GCA_900115765,
23443,D2C22,"DSM 24605, JCM 17646",1,Caldicoprobacter guelmensis,1170224.4,45-85
,,,,,2901129015,65
,,,,,GCA_016908415,70
17803,JW/HY-331,"DSM 21659, ATCC BAA-1711",1,Caldicoprobacter faecalis,1304880.3,44-77
,,,,,2540341239,70
17632,STL-6-01,"DSM 14535, JCM 11387, NBRC 104270",1,Caldilinea aerophila,2513020048,55
,,,,,2540341085,
,,,,,926550.5,
,,,,,GCA_000281175,
132490,TF1,"DSM 29380, NBRC 110713",1,Caldimicrobium thiodismutans,2751185666,40-77
,,,,,GCA_001548275,75
130252,"L21-TYG-TH, L21-TH-D2","DSM 26826, JCM 18664",1,Caldisalinibacter kiritimatiensis,GCA_000387765,55
17798,AZM16c01,"DSM 21853, NBRC 104410",1,Caldisericum exile,2513237181,55-70
,,,,,511051.3,65
,,,,,GCA_000284335,
2090,IC-154,"DSM 15908, ANMR 0165, JCM 11604, MCC-UPLB 1331",1,Caldisphaera lagunensis,1056495.6,70-78
,,,,,2510065009,75
,,,,,GCA_000317795,80
,,,,,,82
1562,YMO81,"DSM 45223, ATCC BAA-1462, JCM 14719, FERM P-18598",1,Calditerricola satsumensis,1294024.6,56-83
,,,,,2728369700,78
,,,,,373054.3,
,,,,,GCA_001311905,
,,,,,GCA_014646935,
3846,Yu37-1,"DSM 19672, NBRC 101217",1,Calditerrivibrio nitroreducens,649633026,30-65
,,,,,768670.24,55
,,,,,768670.3,
,,,,,GCA_000183405,
18090,LF13,"DSM 13497, VKM B-2286",1,Caldithrix abyssi,2561511127,60
,,,,,2643221409,
,,,,,2718218154,
,,,,,880073.11,
,,,,,880073.23,
,,,,,880073.4,
,,,,,GCA_000241815,
,,,,,GCA_001886815,
,,,,,GCA_945865405,
17023,"MCC-UPLP 1200, IC-167","DSM 13496, ANMR 0178, ATCC 700844, JCM 10307, MCC-UPLB 1200",1,Caldivirga maquilingensis,397948.1,83
,,,,,641228483,85
,,,,,GCA_000018305,
158567,,"KCTC 52714, CGMCC 1.16330, YIM 72346",1,Caldovatus sediminis,2041189.3,37-50
,,,,,GCA_014644455,
159996,P2,DSM 107530,1,Calidifontibacillus erzurumensis,GCA_013303125,55
16704,ALT-8,DSM 9957,1,Calidithermus chliarophilus,2510065032,50
,,,,,926560.3,
,,,,,GCA_000430045,
132336,,"DSM 29972, KCTC 42495, NBRC 110900, YIM 71031, JCM 30647",1,Calidithermus roseus,1644118.3,50
,,,,,2887030614,
,,,,,GCA_003574095,
24638,,"DSM 26712, CCTCC AB 2012942, YIM 77755",1,Calidithermus terrae,1408545.3,50
,,,,,GCA_003574345,
16707,SPS-243,"DSM 17022, CIP 108604, LMG 22897, NBRC 103207",1,Calidithermus timidus,1122223.3,50
,,,,,2515154081,
,,,,,GCA_000373205,
2523,RC3,"DSM 22476, JCM 15081, KCTC 5601",1,Caloramator australicus,2524023184,45-70
,,,,,857293.11,60
,,,,,GCA_000297115,
2518,Rt4-B1,"DSM 5463, ATCC 43204, KCTC 15126",1,Clostridium fervidum,2599185232,65
,,,,,29344.3,
,,,,,GCA_900108045,
2524,VF08,"DSM 25793, JCM 15828, KCTC 5735",1,Caloramator mitchellensis,2833544911,37-60
,,,,,GCA_001440545,50
,,,,,,55
2519,U,DSM 10124,1,Caloramator proteoclasticus,1121262.4,55
,,,,,2582581267,
,,,,,GCA_900129265,
22962,,"DSM 22093, CMPUJ U833, USBA A",1,Caloramator quimbayensis,2671180028,37-55
,,,,,,50
,,,,,,55
2526,MV1087,"DSM 13643, CNCM I-2543",1,Caloranaerobacter azorensis,1121264.4,65
,,,,,2585428077,
,,,,,GCA_900129995,
131350,"DY22619, MCCC1A06455","DSM 27799, JCM 19467, MCCC 1A06455",1,Caloranaerobacter ferrireducens,2791354916,60
,,,,,GCA_001730685,
10428,TB-2,"DSM 16658, JCM 12641",1,Caminibacter mediatlanticus,391592.5,45-70
,,,,,640963039,55
,,,,,GCA_000170735,
,,,,,GCA_005843985,
130468,"EPR-TB6, TB-6","DSM 27783, JCM 19563",1,Caminibacter pacificus,1424653.31,55
,,,,,2788499860,
,,,,,GCA_003752135,
2527,AM 1114,"DSM 14501, CIP 107141",1,Caminicella sporogenes,1121266.3,60
,,,,,166485.4,
,,,,,2585428193,
,,,,,2831514688,
,,,,,GCA_003609595,
,,,,,GCA_900142285,
160301,UUS1-1,"DSM 111537, JCM 33882",1,Capillibacterium thermochitinicola,GCA_013664685,55
,,,,,,60
16791,JM,"DSM 12653, ATCC BAA-271",1,Carboxydibrachium pacificum,391606.3,70
,,,,,647533123,
,,,,,GCA_000156275,
17980,Kar,"DSM 16521, VKM B-2358",1,Carboxydocella sporoproducens,1121270.4,50-70
,,,,,2568526009,60
,,,,,GCA_900167165,
16807,JW/AS-Y7,"DSM 11255, VKM B-2392",1,Carboxydothermus ferrireducens,1119529.5,65
,,,,,1119529.9,
,,,,,2510065088,
,,,,,2844895905,
,,,,,GCA_000427565,
,,,,,GCA_013409775,
16806,Z-2901,"DSM 6008, ATCC BAA-161",1,Carboxydothermus hydrogenoformans,246194.6,65
,,,,,637000060,
,,,,,GCA_000012865,
16810,Ug1,"DSM 23698, NBRC 107576",1,Carboxydothermus pertinax,2832181228,50-73
,,,,,GCA_001950255,65
24724,RQ-33,"DSM 21411, LMG 24596",1,Cecembia calidifontis,1187080.3,20-50
,,,,,2814123038,
,,,,,GCA_004216715,
17835,S-G2-2,"DSM 18577, ATCC BAA-1368",1,Celerinatantimonas diazotrophica,2802428811,17-49
,,,,,412034.4,
,,,,,GCA_004339545,
1325,BLxT,"DSM 15825, IAM 15044, JCM 21507, KCTC 3815",1,Cerasibacillus quisquiliarum,227865.7,30-55
,,,,,2861570626,50
,,,,,GCA_014202495,
133085,PC-2,"DSM 101465, CGMCC 1.15283",1,Chelatococcus composti,1743235.3,20-60
,,,,,1743235.4,
,,,,,1743235.5,
,,,,,2861150374,
,,,,,2928726300,
,,,,,GCA_014201415,
,,,,,GCA_014641535,
,,,,,GCA_018398355,
1653,HT4,"DSM 18167, JCM 14988",1,Chelatococcus sambhunathii,2615840613,50
,,,,,363953.4,
,,,,,GCA_001418005,
,,,,,GCA_001517345,
163735,,"JCM 30199, ATCC BAA-2647",1,Chloracidobacterium thermophilum,GCA_000226295,50
2395,TLS,"DSM 12025, ATCC 49652",1,Chlorobaculum tepidum,637000073,47
,,,,,GCA_000006985,
2421,MD-66,"DSM 9485, JCM 39377",1,Chloroflexus aggregans,326427.4,50
,,,,,643348527,55
,,,,,GCA_000021945,60
2417,J-10-fl,"DSM 635, ATCC 29366",1,Chloroflexus aurantiacus,324602.8,49
,,,,,641228485,
,,,,,GCA_000018865,
2419,Y-400-fl,"DSM 637, ATCC 29364",0,Chloroflexus aurantiacus,480224.3,48
,,,,,643692015,
133098,isl-2,"DSM 29225, JCM 30533, VKM B-2978",1,Chloroflexus islandicus,2775507287,46-59
,,,,,GCA_001650695,55
17843,T49,"DSM 23976, ICMP 18418",1,Chthonomonas calidirosea,1303518.3,50-73
,,,,,2524614646,65
,,,,,GCA_000427095,68
,,,,,,76
133060,97/79,"DSM 103031, CIP 106467",1,Citrobacter europaeus,1914243.13,50
,,,,,1914243.15,
,,,,,1914243.18,
,,,,,1914243.21,
,,,,,2906139326,
,,,,,GCA_900079995,
140426,A60,"DSM 104542, CECT 9236, CIP 111602",1,Citrobacter portucalensis,2874289006,50
,,,,,GCA_002042885,
17783,158,"DSM 19522, JCM 14828",1,Cloacibacillus evryensis,2510065052,20-50
,,,,,866499.3,
,,,,,GCA_000585335,
2869,37HS60,"DSM 22131, CCUG 53849, JCM 14354",1,Clostridiisalibacter paucivorans,1121289.3,20-50
,,,,,2556921093,
,,,,,GCA_000620125,
2855,BL-28,"DSM 21758, KCTC 15122, NRRL B-51352",1,Clostridium cavendishii,1121302.3,15-46
,,,,,2585428089,
,,,,,GCA_900141845,
132050,DG5,DSM 29189,0,Clostridium cellulosi,2639762740,55
132388,BEY10,"DSM 100320, ACCC 00785",1,Clostridium liquoris,1289519.3,22-47
,,,,,2791355327,
,,,,,GCA_002995785,
2831,R1,"DSM 17049, CCUG 50446",1,Clostridium lundense,1410653.3,25-47
,,,,,2558860132,
,,,,,GCA_000619945,
2770,JW-YL-7,"DSM 7308, ATCC 51510, CIP 105527",1,Alkalithermobacter paradoxus,1121328.12,55
,,,,,1121328.3,
,,,,,2599185174,
,,,,,2690315891,
,,,,,GCA_001584565,
,,,,,GCA_900142555,
169899,PYR-10,"CGMCC 1.5286, CCAM 531, JCM 33161",1,Clostridium prolinivorans,GCA_004011155,30-55
,,,,,RJWG00000000,
2845,,"DSM 19306, VKM B-2459, SG 508",1,Clostridium tepidiprofundi,1121338.3,22-60
,,,,,2684622633,50
,,,,,GCA_001594005,
160635,,"DSM 100530, YIM A18, KCTC 15658, SYSU GA15002",1,Clostridium thermarum,CP040924,28-50
,,,,,GCA_006351925,
2774,JW/YL23-2,"DSM 7309, ATCC 51508, CIP 105528",1,Alkalithermobacter thermoalcaliphilus,2711768657,50
,,,,,2833455180,
,,,,,29349.3,
,,,,,GCA_002029295,
2739,JW 171K,"DSM 4928, ATCC 49875",1,Clostridium thermobutyricum,1121339.3,55
,,,,,2916599234,
,,,,,GCA_002050515,
2763,BVP,"DSM 5974, ATCC 51427",1,Clostridium thermopalmarium,1121340.3,55
,,,,,1121340.4,
,,,,,2599185222,
,,,,,GCA_002995795,
,,,,,GCA_003097175,
2749,IC,DSM 5807,1,Clostridium thermosuccinogenes,2795385491,60
,,,,,84032.3,
,,,,,GCA_002896855,
2750,ID,DSM 5808,0,Clostridium thermosuccinogenes,2795385490,60
,,,,,84032.4,
,,,,,GCA_002896955,
2751,IE,DSM 5809,0,Clostridium thermosuccinogenes,2778261583,60
,,,,,84032.5,
,,,,,GCA_002896995,
2752,IA,DSM 5806,0,Clostridium thermosuccinogenes,2778261582,60
,,,,,84032.6,
,,,,,GCA_002897015,
158570,Pch-40,"KACC 19279, JCM 32033",1,Cohnella algarum,GCA_016937515,20-50
11448,RI-39,"DSM 21336, CCUG 52217, KCCM 10653P, KCTC 3987",1,Cohnella laeviribosi,1121346.3,30-60
,,,,,2519899681,50
,,,,,GCA_000378425,
133071,KSS-154-50,"DSM 103658, CCM 8707, LMG 29763, CIP 111180",1,Cohnella lubricantis,2163172.3,50
,,,,,2163172.4,
,,,,,2913573228,
,,,,,GCA_014212015,
,,,,,GCA_017874835,
11452,S1-3,"DSM 25241, KCTC 22296, PCU 306, TISTR 1890",1,Cohnella thailandensis,2913440105,20-50
,,,,,557557.3,
,,,,,557557.4,
,,,,,GCA_014212135,
,,,,,GCA_017874075,
11442,,"DSM 17683, CCUG 47242, CIP 108492",1,Cohnella thermotolerans,1121347.4,25-55
,,,,,2524023169,30-55
,,,,,GCA_000429825,
11453,MX15-2,"DSM 25239, KCTC 22294, PCU 309, TISTR 1891",1,Cohnella xylanilytica,557555.3,20-50
,,,,,GCA_014212175,
3037,KV-962,"DSM 23288, NBRC 106558",1,Conexibacter arvalis,2828580265,May-46
,,,,,912552.3,
,,,,,GCA_014199525,
158879,NAS-02,"DSM 105898, JCM 31663",1,Conexivisphaera calida,GCA_013340765,65
,,,,,,70
16901,3R,DSM 11748,1,Coprothermobacter platensis,1259795.3,55
,,,,,2522572051,
,,,,,GCA_000378005,
16899,BT,"DSM 5265, ATCC 35245, OCM 4",1,Coprothermobacter proteolyticus,309798.4,60
,,,,,643348530,
,,,,,GCA_000020945,
166191,200CH,"CCM 8831, LMG 30628, CCUG 72166",1,Corynebacterium choanae,1862358.3,50
,,,,,GCA_003813965,
3195,"AJ-12310, YS-314","DSM 44549, JCM 11189, FERM 9246, AJ 12310, CCM 7123, CCUG 47130, CCUG 48037, CIP 107632, NBRC 100395",1,Corynebacterium efficiens,196164.1,47
,,,,,196164.21,
,,,,,196164.22,
,,,,,196164.6,
,,,,,644736345,
,,,,,645951842,
,,,,,GCA_000011305,
,,,,,GCA_000160795,
166189,W8,"CCM 8833, LMG 30629, CCUG 72165",1,Corynebacterium gerontici,2079234.3,50
,,,,,GCA_003813985,
166190,812CH,"CCM 8832, LMG 30627, CCUG 72167",1,Corynebacterium pseudopelargi,2080757.3,50
,,,,,2862063619,
,,,,,GCA_003814005,
141068,,"JCM 19657, KACC 17825, YIM 78023",1,Crenalkalicoccus roseus,1485588.3,20-60
,,,,,2840042175,40-50
,,,,,GCA_004761865,
141129,S5,"JCM 30642, VKM B-2941",1,Cuniculiplasma divulgatum,2773858060,Oct-48
,,,,,GCA_900083515,
675,"613, original","DSM 12, ATCC 14575, CCM 2213, JCM 2512, NCIB 9366, NCTC 10335, CCUG 7418, NRS 613, BCRC 11730, CECT 14, CIP 52.70, IAM 12464, IAM 14179, IFO 15306, KCTC 3626, LMG 7125, NBRC 15306, NCIMB 9366, NRRL B-14307, NRRL NRS-613, VKM B-498, VTT E-97061, NCDO 1762",1,Cytobacillus firmus,1314753.7,55
,,,,,1399.16,
,,,,,2731957652,
,,,,,2814123191,
,,,,,GCA_001591465,
,,,,,GCA_900445365,
1297,1P01SC,"DSM 23495, MTCC 9535, NRRL B-59162, CIP 110062",1,Cytobacillus horneckiae,GCA_002835735,Apr-49
3845,SL50,"DSM 21529, VKPM B-10097",1,Deferribacter autotrophicus,GCA_008362905,25-75
,,,,,,60
3841,SSM1,"DSM 14783, JCM 11476, NBRC 101012",1,Deferribacter desulfuricans,639282.12,40.0-70.0
,,,,,639282.3,60.0-65.0
,,,,,646564525,62
,,,,,GCA_000010985,
18151,S3R1,"DSM 24185, VKM B-2672",1,Deferrisoma camini,1125863.3,36-62
,,,,,2517093047,50
,,,,,GCA_000526155,
163810,,"JCM 30481, CGMCC 1.5199",1,Defluviitalea phaphyphila,GCA_001466305,55
140265,A6,"DSM 28090, ACCC 19951",1,Defluviitalea raffinosedens,1450156.4,40-65
,,,,,2901198348,50
,,,,,GCA_016908775,
130829,L3,DSM 29926,0,Defluviitoga tunisiensis,2648501800,55
,,,,,GCA_000953715,
3855,AG-3a,"DSM 11300, CIP 105573",1,Deinococcus geothermalis,319795.16,30-55
,,,,,319795.25,47
,,,,,319795.26,
,,,,,641228488,
,,,,,GCA_000196275,
3858,ALT-1b,"DSM 11303, CCUG 50777, CIP 105574",1,Deinococcus murrayi,1121383.4,30-52.5
,,,,,2527291725,45-50
,,,,,GCA_000482805,47
23887,R12,"DSM 28115, CGMCC 1.8884, CIP 110212, NBRC 105665",1,Deinococcus wulumuqiensis,1288484.1,Oct-55
,,,,,1288484.11,
,,,,,1288484.12,
,,,,,1288484.13,
,,,,,1288484.14,
,,,,,1288484.15,
,,,,,1288484.16,
,,,,,1288484.17,
,,,,,1288484.18,
,,,,,1288484.19,
23888,R13,"DSM 28106, CGMCC 1.8885, NBRC 105666, CIP 110211",0,Deinococcus wulumuqiensis,980427.7,Oct-55
,,,,,GCA_000478785,
,,,,,GCA_014645595,
158572,KJ1-10-99,"LMG 29918, KCTC 33878",1,Desertibacillus haloalkaliphilus,GCA_019039105,20-55
16786,,"DSM 45169, CCUG 55916, IMMIB L-1269",1,Desmospora activa,1121389.3,30-50
,,,,,2737471615,
,,,,,2784132155,
,,,,,GCA_003046315,
